Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1709251200000,2024-03-01 00:00:00.000000,ETHUSD,3342.24,3381.05,3340.92,3379.88,37857522.0
1709254800000,2024-03-01 01:00:00.000000,ETHUSD,3379.88,3389.02,3365.83,3376.12,32407808.68
1709258400000,2024-03-01 02:00:00.000000,ETHUSD,3376.12,3381.39,3353.63,3367.52,27982937.97
1709262000000,2024-03-01 03:00:00.000000,ETHUSD,3367.52,3378.25,3356.62,3368.9,25105215.64
1709265600000,2024-03-01 04:00:00.000000,ETHUSD,3368.9,3382.73,3366.5,3376.49,21801777.88
1709269200000,2024-03-01 05:00:00.000000,ETHUSD,3376.49,3387.12,3370.22,3370.54,20490498.59
1709272800000,2024-03-01 06:00:00.000000,ETHUSD,3370.54,3399.15,3369.84,3388.19,24321538.51
1709276400000,2024-03-01 07:00:00.000000,ETHUSD,3388.19,3396.78,3366.28,3367.14,28688315.22
1709280000000,2024-03-01 08:00:00.000000,ETHUSD,3367.14,3437.34,3357.26,3422.98,50854697.27
1709283600000,2024-03-01 09:00:00.000000,ETHUSD,3422.98,3432.94,3418.8,3431.49,29265837.19
1709287200000,2024-03-01 10:00:00.000000,ETHUSD,3431.49,3431.49,3403.61,3409.15,27997801.69
1709290800000,2024-03-01 11:00:00.000000,ETHUSD,3409.15,3419.28,3401.19,3412.62,24175518.32
1709294400000,2024-03-01 12:00:00.000000,ETHUSD,3412.62,3438.41,3412.32,3425.09,29451625.79
1709298000000,2024-03-01 13:00:00.000000,ETHUSD,3425.09,3450.81,3424.15,3439.56,41225163.6
1709301600000,2024-03-01 14:00:00.000000,ETHUSD,3439.56,3450.49,3391.07,3416.91,82518765.14
1709305200000,2024-03-01 15:00:00.000000,ETHUSD,3416.91,3429.28,3381.27,3391.19,64662499.44
1709308800000,2024-03-01 16:00:00.000000,ETHUSD,3391.19,3403.02,3381.92,3388.54,40547141.58
1709312400000,2024-03-01 17:00:00.000000,ETHUSD,3388.54,3425.59,3388.34,3419.73,39037361.26
1709316000000,2024-03-01 18:00:00.000000,ETHUSD,3419.73,3434.9,3411.12,3432.7,28946949.2
1709319600000,2024-03-01 19:00:00.000000,ETHUSD,3432.7,3436.61,3421.39,3429.93,33274446.52
1709323200000,2024-03-01 20:00:00.000000,ETHUSD,3429.93,3453.77,3424.05,3448.73,38064040.62
1709326800000,2024-03-01 21:00:00.000000,ETHUSD,3448.73,3453.2,3427.28,3429.45,36002891.07
1709330400000,2024-03-01 22:00:00.000000,ETHUSD,3429.45,3440.97,3427.27,3436.19,18093838.13
1709334000000,2024-03-01 23:00:00.000000,ETHUSD,3436.19,3451.3,3431.79,3435.9,20732021.87
1709337600000,2024-03-02 00:00:00.000000,ETHUSD,3435.9,3461.78,3429.5,3459.57,28832055.95
1709341200000,2024-03-02 01:00:00.000000,ETHUSD,3459.57,3460.33,3428.35,3445.22,29840443.17
1709344800000,2024-03-02 02:00:00.000000,ETHUSD,3445.22,3448.98,3431.87,3441.24,24090625.72
1709348400000,2024-03-02 03:00:00.000000,ETHUSD,3441.24,3447.47,3431.91,3446.36,21220759.0
1709352000000,2024-03-02 04:00:00.000000,ETHUSD,3446.36,3449.27,3431.57,3431.69,19717089.59
1709355600000,2024-03-02 05:00:00.000000,ETHUSD,3431.69,3434.73,3405.57,3423.49,37450007.59
1709359200000,2024-03-02 06:00:00.000000,ETHUSD,3423.49,3452.3,3418.93,3440.43,42699346.8
1709362800000,2024-03-02 07:00:00.000000,ETHUSD,3440.43,3443.96,3427.44,3434.6,18971036.42
1709366400000,2024-03-02 08:00:00.000000,ETHUSD,3434.6,3438.9,3410.79,3421.64,21204161.26
1709370000000,2024-03-02 09:00:00.000000,ETHUSD,3421.64,3426.63,3399.32,3407.91,27488000.61
1709373600000,2024-03-02 10:00:00.000000,ETHUSD,3407.91,3418.98,3406.3,3411.73,14339149.7
1709377200000,2024-03-02 11:00:00.000000,ETHUSD,3411.73,3420.52,3408.51,3409.15,16909638.42
1709380800000,2024-03-02 12:00:00.000000,ETHUSD,3409.15,3430.86,3408.48,3424.29,17266398.71
1709384400000,2024-03-02 13:00:00.000000,ETHUSD,3424.29,3427.79,3413.37,3414.1,22027129.56
1709388000000,2024-03-02 14:00:00.000000,ETHUSD,3414.1,3419.61,3398.38,3416.46,23822590.74
1709391600000,2024-03-02 15:00:00.000000,ETHUSD,3416.46,3427.18,3413.32,3421.98,21700520.22
1709395200000,2024-03-02 16:00:00.000000,ETHUSD,3421.98,3429.38,3414.08,3427.91,18396356.52
1709398800000,2024-03-02 17:00:00.000000,ETHUSD,3427.91,3434.5,3418.17,3418.26,19355534.14
1709402400000,2024-03-02 18:00:00.000000,ETHUSD,3418.26,3434.18,3417.51,3434.14,14500406.86
1709406000000,2024-03-02 19:00:00.000000,ETHUSD,3434.14,3434.65,3427.66,3429.36,15059731.29
1709409600000,2024-03-02 20:00:00.000000,ETHUSD,3429.36,3434.7,3408.34,3409.95,31357318.82
1709413200000,2024-03-02 21:00:00.000000,ETHUSD,3409.95,3417.32,3406.72,3411.9,13906493.52
1709416800000,2024-03-02 22:00:00.000000,ETHUSD,3411.9,3414.04,3407.05,3407.67,11165887.61
1709420400000,2024-03-02 23:00:00.000000,ETHUSD,3407.67,3424.1,3407.66,3423.65,13623337.77
1709424000000,2024-03-03 00:00:00.000000,ETHUSD,3423.65,3433.04,3412.62,3430.23,20701395.99
1709427600000,2024-03-03 01:00:00.000000,ETHUSD,3430.23,3436.13,3425.59,3432.99,18676172.08
1709431200000,2024-03-03 02:00:00.000000,ETHUSD,3432.99,3433.37,3413.04,3418.41,22137690.02
1709434800000,2024-03-03 03:00:00.000000,ETHUSD,3418.41,3433.64,3416.97,3433.59,12933111.16
1709438400000,2024-03-03 04:00:00.000000,ETHUSD,3433.59,3447.88,3430.83,3442.29,16110726.98
1709442000000,2024-03-03 05:00:00.000000,ETHUSD,3442.29,3445.47,3423.29,3423.76,16063826.64
1709445600000,2024-03-03 06:00:00.000000,ETHUSD,3423.76,3427.34,3411.4,3414.61,17241652.45
1709449200000,2024-03-03 07:00:00.000000,ETHUSD,3414.61,3417.28,3365.52,3395.49,70477033.75
1709452800000,2024-03-03 08:00:00.000000,ETHUSD,3395.49,3403.73,3378.6,3397.4,25341806.31
1709456400000,2024-03-03 09:00:00.000000,ETHUSD,3397.4,3416.22,3394.15,3408.94,16696615.9
1709460000000,2024-03-03 10:00:00.000000,ETHUSD,3408.94,3411.69,3398.25,3402.67,12439845.35
1709463600000,2024-03-03 11:00:00.000000,ETHUSD,3402.67,3415.82,3398.4,3414.94,11253213.05
1709467200000,2024-03-03 12:00:00.000000,ETHUSD,3414.94,3449.14,3413.56,3421.86,28534009.38
1709470800000,2024-03-03 13:00:00.000000,ETHUSD,3421.86,3431.41,3407.32,3431.03,23024556.61
1709474400000,2024-03-03 14:00:00.000000,ETHUSD,3431.03,3438.36,3418.35,3421.6,19181816.75
1709478000000,2024-03-03 15:00:00.000000,ETHUSD,3421.6,3432.81,3419.6,3424.56,19226066.02
1709481600000,2024-03-03 16:00:00.000000,ETHUSD,3424.56,3484.91,3420.53,3481.97,55949624.51
1709485200000,2024-03-03 17:00:00.000000,ETHUSD,3481.97,3485.54,3456.88,3463.36,43997881.73
1709488800000,2024-03-03 18:00:00.000000,ETHUSD,3463.36,3476.04,3459.66,3471.81,19055341.02
1709492400000,2024-03-03 19:00:00.000000,ETHUSD,3471.81,3476.64,3464.83,3467.14,21276863.79
1709496000000,2024-03-03 20:00:00.000000,ETHUSD,3467.14,3475.88,3461.25,3470.43,18305077.22
1709499600000,2024-03-03 21:00:00.000000,ETHUSD,3470.43,3480.41,3464.7,3478.77,19252836.18
1709503200000,2024-03-03 22:00:00.000000,ETHUSD,3478.77,3493.25,3463.17,3474.17,37689554.11
1709506800000,2024-03-03 23:00:00.000000,ETHUSD,3474.17,3492.09,3467.52,3489.57,33065590.06
1709510400000,2024-03-04 00:00:00.000000,ETHUSD,3489.57,3530.6,3436.14,3487.12,122211677.87
1709514000000,2024-03-04 01:00:00.000000,ETHUSD,3487.12,3494.39,3470.22,3480.4,39226230.81
1709517600000,2024-03-04 02:00:00.000000,ETHUSD,3480.4,3501.1,3464.11,3489.88,31527856.43
1709521200000,2024-03-04 03:00:00.000000,ETHUSD,3489.88,3490.2,3468.39,3474.3,23521316.24
1709524800000,2024-03-04 04:00:00.000000,ETHUSD,3474.3,3489.54,3471.21,3486.09,20707180.74
1709528400000,2024-03-04 05:00:00.000000,ETHUSD,3486.09,3487.34,3458.66,3467.45,28638024.17
1709532000000,2024-03-04 06:00:00.000000,ETHUSD,3467.45,3475.25,3465.3,3474.52,17865193.04
1709535600000,2024-03-04 07:00:00.000000,ETHUSD,3474.52,3488.42,3463.88,3480.45,28215894.66
1709539200000,2024-03-04 08:00:00.000000,ETHUSD,3480.45,3543.09,3480.45,3535.63,69849588.72
1709542800000,2024-03-04 09:00:00.000000,ETHUSD,3535.63,3537.0,3502.56,3525.28,42304156.19
1709546400000,2024-03-04 10:00:00.000000,ETHUSD,3525.28,3525.64,3485.23,3499.02,31331565.22
1709550000000,2024-03-04 11:00:00.000000,ETHUSD,3499.02,3512.85,3494.8,3508.35,42822857.15
1709553600000,2024-03-04 12:00:00.000000,ETHUSD,3508.35,3509.96,3499.03,3508.06,25220986.85
1709557200000,2024-03-04 13:00:00.000000,ETHUSD,3508.06,3520.94,3487.48,3492.27,52132716.06
1709560800000,2024-03-04 14:00:00.000000,ETHUSD,3492.27,3549.79,3464.35,3538.22,137850221.51
1709564400000,2024-03-04 15:00:00.000000,ETHUSD,3538.22,3571.38,3525.33,3562.87,85199559.32
1709568000000,2024-03-04 16:00:00.000000,ETHUSD,3562.87,3577.76,3538.34,3553.32,67643888.67
1709571600000,2024-03-04 17:00:00.000000,ETHUSD,3553.32,3587.74,3533.48,3547.36,89877403.15
1709575200000,2024-03-04 18:00:00.000000,ETHUSD,3547.36,3598.54,3534.95,3598.54,81175513.27
1709578800000,2024-03-04 19:00:00.000000,ETHUSD,3598.54,3614.95,3584.35,3597.0,78209053.97
1709582400000,2024-03-04 20:00:00.000000,ETHUSD,3597.0,3598.97,3579.93,3589.42,60288721.93
1709586000000,2024-03-04 21:00:00.000000,ETHUSD,3589.42,3597.93,3562.71,3584.23,47281458.37
1709589600000,2024-03-04 22:00:00.000000,ETHUSD,3584.23,3612.38,3569.05,3611.91,42578974.04
1709593200000,2024-03-04 23:00:00.000000,ETHUSD,3611.91,3643.81,3609.9,3631.85,75224368.24
1709596800000,2024-03-05 00:00:00.000000,ETHUSD,3631.85,3640.21,3611.73,3623.39,47204439.36
1709600400000,2024-03-05 01:00:00.000000,ETHUSD,3623.39,3659.98,3620.06,3648.53,69833775.45
1709604000000,2024-03-05 02:00:00.000000,ETHUSD,3648.53,3649.05,3613.64,3628.25,62124619.11
1709607600000,2024-03-05 03:00:00.000000,ETHUSD,3628.25,3700.03,3618.55,3693.63,61735683.05
1709611200000,2024-03-05 04:00:00.000000,ETHUSD,3693.63,3743.72,3674.82,3697.5,121611346.93
1709614800000,2024-03-05 05:00:00.000000,ETHUSD,3697.5,3734.55,3646.02,3716.4,112427050.4
1709618400000,2024-03-05 06:00:00.000000,ETHUSD,3716.4,3728.08,3699.95,3714.29,46261077.98
1709622000000,2024-03-05 07:00:00.000000,ETHUSD,3714.29,3723.78,3676.71,3676.79,46474497.02
1709625600000,2024-03-05 08:00:00.000000,ETHUSD,3676.79,3702.18,3655.89,3694.0,53511125.86
1709629200000,2024-03-05 09:00:00.000000,ETHUSD,3694.0,3703.0,3676.3,3690.55,36966019.58
1709632800000,2024-03-05 10:00:00.000000,ETHUSD,3690.55,3726.03,3690.3,3711.62,40696260.19
1709636400000,2024-03-05 11:00:00.000000,ETHUSD,3711.62,3743.51,3711.43,3733.54,52399074.6
1709640000000,2024-03-05 12:00:00.000000,ETHUSD,3733.54,3770.61,3732.96,3759.97,63971881.06
1709643600000,2024-03-05 13:00:00.000000,ETHUSD,3759.97,3784.4,3754.6,3781.58,61519329.29
1709647200000,2024-03-05 14:00:00.000000,ETHUSD,3781.58,3809.87,3751.74,3807.67,103851546.07
1709650800000,2024-03-05 15:00:00.000000,ETHUSD,3807.67,3826.7,3761.21,3785.08,174955471.44
1709654400000,2024-03-05 16:00:00.000000,ETHUSD,3785.08,3796.17,3666.47,3686.45,214317697.06
1709658000000,2024-03-05 17:00:00.000000,ETHUSD,3686.45,3689.58,3559.12,3687.41,183796763.3
1709661600000,2024-03-05 18:00:00.000000,ETHUSD,3687.41,3687.63,3593.31,3613.62,93564702.99
1709665200000,2024-03-05 19:00:00.000000,ETHUSD,3613.62,3627.39,3207.51,3371.45,413515487.78
1709668800000,2024-03-05 20:00:00.000000,ETHUSD,3371.45,3462.79,3330.66,3390.9,308046273.18
1709672400000,2024-03-05 21:00:00.000000,ETHUSD,3390.9,3533.18,3387.76,3523.17,124020599.9
1709676000000,2024-03-05 22:00:00.000000,ETHUSD,3523.17,3530.05,3442.4,3508.42,84575303.69
1709679600000,2024-03-05 23:00:00.000000,ETHUSD,3508.42,3583.87,3497.53,3557.93,60260107.52
1709683200000,2024-03-06 00:00:00.000000,ETHUSD,3557.93,3595.56,3550.47,3567.39,49299891.29
1709686800000,2024-03-06 01:00:00.000000,ETHUSD,3567.39,3587.42,3519.29,3522.07,48776186.53
1709690400000,2024-03-06 02:00:00.000000,ETHUSD,3522.07,3550.48,3502.64,3506.16,50607502.44
1709694000000,2024-03-06 03:00:00.000000,ETHUSD,3506.16,3554.05,3503.73,3540.46,43726565.57
1709697600000,2024-03-06 04:00:00.000000,ETHUSD,3540.46,3654.1,3539.22,3650.6,50482363.89
1709701200000,2024-03-06 05:00:00.000000,ETHUSD,3650.6,3772.15,3648.8,3771.2,145179682.76
1709704800000,2024-03-06 06:00:00.000000,ETHUSD,3771.2,3790.65,3749.5,3750.31,69398939.29
1709708400000,2024-03-06 07:00:00.000000,ETHUSD,3750.31,3789.98,3743.49,3788.08,45248591.18
1709712000000,2024-03-06 08:00:00.000000,ETHUSD,3788.08,3867.23,3779.51,3824.6,143192758.97
1709715600000,2024-03-06 09:00:00.000000,ETHUSD,3824.6,3867.66,3790.44,3793.18,68789616.35
1709719200000,2024-03-06 10:00:00.000000,ETHUSD,3793.18,3843.99,3793.18,3841.51,62108405.0
1709722800000,2024-03-06 11:00:00.000000,ETHUSD,3841.51,3896.31,3838.05,3880.57,90480730.57
1709726400000,2024-03-06 12:00:00.000000,ETHUSD,3880.57,3902.17,3759.86,3818.46,142503392.8
1709730000000,2024-03-06 13:00:00.000000,ETHUSD,3818.46,3845.97,3780.47,3831.94,90965687.2
1709733600000,2024-03-06 14:00:00.000000,ETHUSD,3831.94,3864.21,3772.55,3784.61,124603779.44
1709737200000,2024-03-06 15:00:00.000000,ETHUSD,3784.61,3810.35,3726.83,3791.67,110400792.64
1709740800000,2024-03-06 16:00:00.000000,ETHUSD,3791.67,3825.26,3769.79,3819.4,73773676.92
1709744400000,2024-03-06 17:00:00.000000,ETHUSD,3819.4,3852.84,3794.57,3850.61,65192626.77
1709748000000,2024-03-06 18:00:00.000000,ETHUSD,3850.61,3868.24,3835.22,3867.79,96421797.23
1709751600000,2024-03-06 19:00:00.000000,ETHUSD,3867.79,3884.87,3843.43,3857.88,53997746.26
1709755200000,2024-03-06 20:00:00.000000,ETHUSD,3857.88,3899.55,3851.7,3867.89,85920334.39
1709758800000,2024-03-06 21:00:00.000000,ETHUSD,3867.89,3868.04,3836.97,3849.38,52203664.17
1709762400000,2024-03-06 22:00:00.000000,ETHUSD,3849.38,3849.53,3809.24,3815.77,42348739.91
1709766000000,2024-03-06 23:00:00.000000,ETHUSD,3815.77,3835.4,3798.47,3821.19,43803859.68
1709769600000,2024-03-07 00:00:00.000000,ETHUSD,3821.19,3853.94,3798.72,3840.87,49071283.94
1709773200000,2024-03-07 01:00:00.000000,ETHUSD,3840.87,3841.09,3778.26,3832.6,58066102.22
1709776800000,2024-03-07 02:00:00.000000,ETHUSD,3832.6,3833.07,3780.73,3786.0,56806396.02
1709780400000,2024-03-07 03:00:00.000000,ETHUSD,3786.0,3806.85,3766.88,3776.43,38933164.66
1709784000000,2024-03-07 04:00:00.000000,ETHUSD,3776.43,3801.13,3763.47,3781.29,30619955.18
1709787600000,2024-03-07 05:00:00.000000,ETHUSD,3781.29,3804.91,3745.16,3756.15,49873863.9
1709791200000,2024-03-07 06:00:00.000000,ETHUSD,3756.15,3781.98,3737.47,3772.89,31417939.7
1709794800000,2024-03-07 07:00:00.000000,ETHUSD,3772.89,3802.08,3758.57,3791.39,28857518.58
1709798400000,2024-03-07 08:00:00.000000,ETHUSD,3791.39,3816.06,3786.6,3792.7,37229042.65
1709802000000,2024-03-07 09:00:00.000000,ETHUSD,3792.7,3803.02,3777.35,3787.86,26546280.11
1709805600000,2024-03-07 10:00:00.000000,ETHUSD,3787.86,3803.98,3776.83,3796.83,25154302.3
1709809200000,2024-03-07 11:00:00.000000,ETHUSD,3796.83,3816.74,3773.77,3789.72,38260198.33
1709812800000,2024-03-07 12:00:00.000000,ETHUSD,3789.72,3804.01,3775.92,3783.46,36472317.12
1709816400000,2024-03-07 13:00:00.000000,ETHUSD,3783.46,3812.67,3767.44,3807.98,38758662.96
1709820000000,2024-03-07 14:00:00.000000,ETHUSD,3807.98,3858.79,3786.68,3811.36,112812764.07
1709823600000,2024-03-07 15:00:00.000000,ETHUSD,3811.36,3856.66,3799.82,3841.04,58693936.06
1709827200000,2024-03-07 16:00:00.000000,ETHUSD,3841.04,3851.98,3817.94,3835.32,53293364.91
1709830800000,2024-03-07 17:00:00.000000,ETHUSD,3835.32,3877.38,3830.64,3862.29,58138228.79
1709834400000,2024-03-07 18:00:00.000000,ETHUSD,3862.29,3887.13,3849.0,3884.78,41935354.17
1709838000000,2024-03-07 19:00:00.000000,ETHUSD,3884.78,3889.07,3858.37,3875.37,44045983.71
1709841600000,2024-03-07 20:00:00.000000,ETHUSD,3875.37,3939.52,3870.45,3935.02,95271514.77
1709845200000,2024-03-07 21:00:00.000000,ETHUSD,3935.02,3939.51,3859.67,3874.86,55725699.04
1709848800000,2024-03-07 22:00:00.000000,ETHUSD,3874.86,3893.73,3846.39,3862.49,32514017.71
1709852400000,2024-03-07 23:00:00.000000,ETHUSD,3862.49,3876.27,3853.06,3874.46,33514008.76
1709856000000,2024-03-08 00:00:00.000000,ETHUSD,3874.46,3913.5,3868.94,3910.53,35809447.11
1709859600000,2024-03-08 01:00:00.000000,ETHUSD,3910.53,3944.92,3907.57,3910.92,53119268.91
1709863200000,2024-03-08 02:00:00.000000,ETHUSD,3910.92,3921.72,3894.45,3905.69,38731173.05
1709866800000,2024-03-08 03:00:00.000000,ETHUSD,3905.69,3915.15,3894.55,3904.22,29578813.46
1709870400000,2024-03-08 04:00:00.000000,ETHUSD,3904.22,3913.87,3890.6,3903.35,27951384.9
1709874000000,2024-03-08 05:00:00.000000,ETHUSD,3903.35,3907.92,3884.36,3892.65,20673111.14
1709877600000,2024-03-08 06:00:00.000000,ETHUSD,3892.65,3935.7,3887.66,3934.48,30286516.97
1709881200000,2024-03-08 07:00:00.000000,ETHUSD,3934.48,3953.2,3913.77,3915.33,51181701.87
1709884800000,2024-03-08 08:00:00.000000,ETHUSD,3915.33,3958.98,3915.08,3947.5,35092620.04
1709888400000,2024-03-08 09:00:00.000000,ETHUSD,3947.5,3955.92,3932.42,3934.72,47528021.6
1709892000000,2024-03-08 10:00:00.000000,ETHUSD,3934.72,3959.58,3926.8,3951.73,45106180.96
1709895600000,2024-03-08 11:00:00.000000,ETHUSD,3951.73,3955.34,3938.17,3954.37,35886742.73
1709899200000,2024-03-08 12:00:00.000000,ETHUSD,3954.37,3958.25,3938.49,3950.61,32886187.61
1709902800000,2024-03-08 13:00:00.000000,ETHUSD,3950.61,3987.14,3945.86,3977.62,80189184.01
1709906400000,2024-03-08 14:00:00.000000,ETHUSD,3977.62,3993.46,3952.0,3981.89,81758755.63
1709910000000,2024-03-08 15:00:00.000000,ETHUSD,3981.89,4000.14,3897.08,3905.39,207856858.03
1709913600000,2024-03-08 16:00:00.000000,ETHUSD,3905.39,3915.32,3828.33,3911.6,154403227.0
1709917200000,2024-03-08 17:00:00.000000,ETHUSD,3911.6,3983.89,3905.07,3948.46,73377281.23
1709920800000,2024-03-08 18:00:00.000000,ETHUSD,3948.46,3956.74,3923.06,3934.34,55896976.29
1709924400000,2024-03-08 19:00:00.000000,ETHUSD,3934.34,3937.34,3892.23,3935.92,74924527.0
1709928000000,2024-03-08 20:00:00.000000,ETHUSD,3935.92,3957.87,3931.83,3950.47,75987866.28
1709931600000,2024-03-08 21:00:00.000000,ETHUSD,3950.47,3961.3,3903.69,3916.31,62310646.45
1709935200000,2024-03-08 22:00:00.000000,ETHUSD,3916.31,3922.82,3885.98,3887.89,31369940.47
1709938800000,2024-03-08 23:00:00.000000,ETHUSD,3887.89,3908.31,3882.29,3891.97,30356794.31
1709942400000,2024-03-09 00:00:00.000000,ETHUSD,3891.97,3914.55,3886.31,3913.18,21243621.16
1709946000000,2024-03-09 01:00:00.000000,ETHUSD,3913.18,3917.48,3898.65,3911.4,21062398.84
1709949600000,2024-03-09 02:00:00.000000,ETHUSD,3911.4,3935.87,3908.85,3928.42,27274718.29
1709953200000,2024-03-09 03:00:00.000000,ETHUSD,3928.42,3938.73,3921.68,3933.0,21733616.03
1709956800000,2024-03-09 04:00:00.000000,ETHUSD,3933.0,3938.7,3927.45,3932.43,20627022.35
1709960400000,2024-03-09 05:00:00.000000,ETHUSD,3932.43,3934.81,3920.13,3927.35,17245386.78
1709964000000,2024-03-09 06:00:00.000000,ETHUSD,3927.35,3948.13,3925.99,3946.07,27275066.5
1709967600000,2024-03-09 07:00:00.000000,ETHUSD,3946.07,3950.61,3933.02,3933.38,17227437.81
1709971200000,2024-03-09 08:00:00.000000,ETHUSD,3933.38,3943.3,3930.38,3930.72,17458284.61
1709974800000,2024-03-09 09:00:00.000000,ETHUSD,3930.72,3937.73,3915.91,3927.49,19601656.28
1709978400000,2024-03-09 10:00:00.000000,ETHUSD,3927.49,3927.6,3897.3,3915.28,26542634.21
1709982000000,2024-03-09 11:00:00.000000,ETHUSD,3915.28,3925.55,3913.45,3920.62,15418623.74
1709985600000,2024-03-09 12:00:00.000000,ETHUSD,3920.62,3929.29,3910.03,3926.55,23314127.15
1709989200000,2024-03-09 13:00:00.000000,ETHUSD,3926.55,3935.72,3919.42,3925.93,19066015.08
1709992800000,2024-03-09 14:00:00.000000,ETHUSD,3925.93,3933.42,3916.83,3917.26,22111588.07
1709996400000,2024-03-09 15:00:00.000000,ETHUSD,3917.26,3930.33,3914.83,3925.87,19951327.03
1710000000000,2024-03-09 16:00:00.000000,ETHUSD,3925.87,3929.74,3884.63,3893.45,43261912.75
1710003600000,2024-03-09 17:00:00.000000,ETHUSD,3893.45,3902.13,3880.22,3891.13,31278225.09
1710007200000,2024-03-09 18:00:00.000000,ETHUSD,3891.13,3903.52,3887.22,3898.89,25364428.05
1710010800000,2024-03-09 19:00:00.000000,ETHUSD,3898.89,3901.4,3887.37,3890.28,25037027.32
1710014400000,2024-03-09 20:00:00.000000,ETHUSD,3890.28,3910.34,3890.23,3909.87,21128940.9
1710018000000,2024-03-09 21:00:00.000000,ETHUSD,3909.87,3916.17,3900.58,3912.56,21277734.48
1710021600000,2024-03-09 22:00:00.000000,ETHUSD,3912.56,3920.04,3904.25,3908.85,13275006.28
1710025200000,2024-03-09 23:00:00.000000,ETHUSD,3908.85,3920.76,3906.08,3913.28,23836314.5
1710028800000,2024-03-10 00:00:00.000000,ETHUSD,3913.28,3926.21,3906.03,3917.85,35280649.84
1710032400000,2024-03-10 01:00:00.000000,ETHUSD,3917.85,3949.34,3916.5,3937.95,50019044.06
1710036000000,2024-03-10 02:00:00.000000,ETHUSD,3937.95,3947.58,3929.06,3929.32,22670726.12
